evidence_id,canonical_record_id,title,authors,year,doi,url,journal_or_venue,retrieval_sources,classification,selected,score,priority,reason_category,screening_reason,why_not_selected,potential_contribution,recommended_action,possible_false_negative,publication_verified,publication_status,document_type,publication_verification_status,required_groups_matched,hard_required_groups,hard_required_in_contribution,missing_hard_required_groups,complementary_groups_matched,methodological_family,required_coverage,required_cooccurrence,direct_relation,operational_evidence,semantic_similarity,exclusion_terms,quota_decision,signals,abstract
A267,RDC0F6C4D68E9,Advancing Edge Artificial Intelligence,Ovidiu Vermesan; Dave Marples,2024,10.1201/9781003478713,https://doi.org/10.1201/9781003478713,,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: resource_constrained_platform.,"Cubre edge_ai_core; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,book,published_version_verified,edge_ai_core,"edge_ai_core, resource_constrained_platform",edge_ai_core,resource_constrained_platform,evaluation_and_tradeoffs,,0.3333,False,False,True,0.027397,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: edge_ai_core; hard-required groups satisfied in contribution evidence: edge_ai_core; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.027; operational, empirical or validation evidence","The intersection of AI, the Internet of Things (IoT) and edge computing has kindled the edge AI revolution that promises to redefine how we perceive and interact with the physical world through intelligent devices. Edge AI moves intelligence from the network centre to the devices at its edge, entrusting these endpoints to analyse data locally, make decisions, and provide real-time responses. Recent advances in power-efficient high-performance embedded silicon make edge AI a viable proposition, albeit one requiring new distributed architectures and novel design concepts. Moving decision-making closer to the edge makes responses faster and systems more reliable, while the constant pressure to reduce network bandwidth demand and the need to contain spiralling data storage and operations costs help justify the engineering investment necessary to embrace this new paradigm. Moving to decentralised operation opens the door to a multitude of novel applications, covering immersive technologies and autonomous systems across fields as diverse as healthcare and industrial automation, personal assistance and prognostics, surgery, and process control. In the best tradition of systems engineering, the first stage of this transition process is understanding the application domain for edge AI deployment, the ""system context"". This book presents some key topics and early thinking from the EdgeAI* project, covering data backhaul technologies, lifecycle management, mechanisms for developing AIs at the edge and techniques for interacting with those AIs. It provides examples of application domains before concluding with a review of how edge AI systems can be understood by their users. It also examines and presents new results based on current investigations and activities in edge AI technologies, considering the future trends in autonomic systems, hyperautomation, AI engineering, generative AI, connectivity, and cybersecurity mesh. This book aims to empower the reader with the knowledge and insights needed to understand and embrace the transformative power of edge AI technology. The extensively referenced chapters, contributed by experts and thought leaders in the field, are recommended to anyone interested in developing edge AI systems. *Edge AI Technologies for Optimised Performance Embedded Processing"""" (EdgeAI) Key Digital Technologies (KDT) Joint Undertaking (JU) European research project. https://https://edge-ai-tech.eu/"
A268,RB175522E7424,"Edge AI: A Taxonomy, Systematic Review and Future Directions",Sukhpal Singh Gill; Muhammed Golec; Jianmin Hu; Minxian Xu; Junhui Du; Huaming Wu; Guneet Kaur Walia; Subramaniam Subramanian Murugesan; Babar Ali; Mohit Kumar; Kejiang Ye; Prabal Verma; Surendra Kumar; Felix Cuadrado; Steve Uhlig,2024,10.1007/s10586-024-04686-y,https://doi.org/10.1007/s10586-024-04686-y,Cluster Computing,arxiv,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: resource_constrained_platform.,"Cubre edge_ai_core; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,journal_article,published_version_verified,edge_ai_core,"edge_ai_core, resource_constrained_platform",edge_ai_core,resource_constrained_platform,evaluation_and_tradeoffs,,0.3333,False,False,True,0.019868,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: edge_ai_core; hard-required groups satisfied in contribution evidence: edge_ai_core; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.020; operational, empirical or validation evidence","Edge Artificial Intelligence (AI) incorporates a network of interconnected systems and devices that receive, cache, process, and analyze data in close communication with the location where the data is captured with AI technology. Recent advancements in AI efficiency, the widespread use of Internet of Things (IoT) devices, and the emergence of edge computing have unlocked the enormous scope of Edge AI. Edge AI aims to optimize data processing efficiency and velocity while ensuring data confidentiality and integrity. Despite being a relatively new field of research from 2014 to the present, it has shown significant and rapid development over the last five years. This article presents a systematic literature review for Edge AI to discuss the existing research, recent advancements, and future research directions. We created a collaborative edge AI learning system for cloud and edge computing analysis, including an in-depth study of the architectures that facilitate this mechanism. The taxonomy for Edge AI facilitates the classification and configuration of Edge AI systems while examining its potential influence across many fields through compassing infrastructure, cloud computing, fog computing, services, use cases, ML and deep learning, and resource management. This study highlights the significance of Edge AI in processing real-time data at the edge of the network. Additionally, it emphasizes the research challenges encountered by Edge AI systems, including constraints on resources, vulnerabilities to security threats, and problems with scalability. Finally, this study highlights the potential future research directions that aim to address the current limitations of Edge AI by providing innovative solutions."
A277,R9BA46C47DB50,AI-Enabled Edge Computing: Revolutionizing IoT with Real-Time Optimization,Murali Krishna Pasupuleti,2024,10.62311/nesx/46687,https://doi.org/10.62311/nesx/46687,AI in Edge Computing for IoT Optimization,crossref,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,book_chapter,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,evaluation_and_tradeoffs,,0.6667,False,False,True,0.04717,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.047; operational, empirical or validation evidence","Abstract: This chapter explores how AI-enabled edge computing is revolutionizing the Internet of Things (IoT) by delivering real-time optimization and transforming data processing capabilities. By integrating AI algorithms directly into edge devices, edge computing reduces latency, enhances real-time decision-making, and enables IoT systems to operate with greater efficiency. The chapter discusses various applications, including predictive maintenance, anomaly detection, and dynamic optimization in sectors such as smart cities, healthcare, manufacturing, and autonomous vehicles. It also addresses the technical challenges of deploying AI at the edge, including hardware limitations, data security concerns, and the need for scalable infrastructure. Future trends, such as the integration of 5G and the potential impact of quantum computing, are explored as game-changers in the evolution of AI-driven edge computing for IoT optimization. Keywords: AI-enabled edge computing, IoT, real-time optimization, latency reduction, predictive maintenance, anomaly detection, smart cities, healthcare, manufacturing, autonomous vehicles, data security, 5G, quantum computing, scalable infrastructure."
A278,REA516B6FA4B6,Leveraging AI for Edge Computing: AI-Enabled SoCs in Consumer Devices,Darshak Sanghavi,2024,10.55041/ijsrem39241,https://doi.org/10.55041/ijsrem39241,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: resource_constrained_platform.,"Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",edge_ai_core,resource_constrained_platform,evaluation_and_tradeoffs,,0.6667,False,False,True,0.050847,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.051; operational, empirical or validation evidence","Edge computing is rapidly becoming a pivotal element in the evolution of consumer electronics, particularly with the increasing use of System-on-Chip (SoC) architectures embedded with artificial intelligence (AI) capabilities. By enabling on-device processing, AI-powered SoCs allow consumer devices to process and analyze data locally, without relying on cloud infrastructure. This whitepaper explores the transformative role of AI in enabling edge computing, focusing on AI-embedded SoCs and their ability to deliver real-time data processing, autonomous decision-making, and improved privacy. The paper highlights key themes such as latency-sensitive applications, local machine learning inference, and the advancements in AI algorithms that drive the success of edge AI in consumer devices like smartphones, wearables, and Internet of Things (IoT) systems. Furthermore, it examines the privacy benefits of edge computing, where data can be processed without ever leaving the device, thus ensuring enhanced data security. Keywords AI-enabled SoCs, edge computing, real-time data processing, IoT devices, local machine learning inference, autonomous decision-making, latency-sensitive applications, privacy improvements, on-device AI, AI in consumer electronics"
A294,R04E8B11C0EE9,Design and Implementation of a Candy Color Sorter Device using Microcontroller-Based Color Sensor TCS3200,Ladayan Pradana Vicananda; Saptiana Nur Prahasti; Khakam Ma’ruf; Rizal Justian Setiawan; Darmono Darmono,2024,10.18196/jet.v8i1.20346,https://doi.org/10.18196/jet.v8i1.20346,Journal of Electrical Technology UMY,crossref,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,journal_article,published_version_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,,,0.3333,False,False,True,0.045977,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: none; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.046; operational, empirical or validation evidence","The purpose of this research is to design and implement a candy color sorter device using a microcontroller-based TCS3200 color sensor. This technology can be applied in the confectionery and fruit businesses for color-based sorting. The method used is an experimental approach that begins with a literature study, followed by hardware and software design, and device testing. The research results show that the candy sorter device was successfully designed and implemented. This device is capable of sorting candies based on red, green, and blue colors with optimal sensor detection levels. The novelty value of this research is the development of an automatic candy sorter device based on the TCS3200 color sensor, which can help reduce human workload and increase sorting process efficiency in the confectionery industry."
A295,R840BA9E7F5C9,On-device training of artificial intelligence models on microcontrollers,Bao-Toan Thai; Vy-Khang Tran; Hai Pham; Chi-Ngon Nguyen; Van-Khanh Nguyen,2024,10.11591/ijai.v13.i3.pp2829-2839,https://doi.org/10.11591/ijai.v13.i3.pp2829-2839,IAES International Journal of Artificial Intelligence (IJ-AI),openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,journal_article,published_version_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,,,0.3333,False,False,True,0.04902,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: none; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.049; operational, empirical or validation evidence","Numerous studies are currently training artificial intelligence (AI) models on tiny devices constrained by computing power and memory limitations by implementing model optimization algorithms. The question arises whether implementing traditional AI models directly on small devices like micro-controller units (MCUs) is feasible. In this study, a library has been developed to train and predict the artificial neural network (ANN) model on common MCUs. The evaluation results on the regression problem indicate that, despite the extensive training time, when combined with multitasking programming on multi-core MCUs, the training does not adversely affect the system's execution. This research contributes an additional solution that enables the direct construction of ANN models on MCU systems with limited resources."
A298,RB9B189AA379C,Design and Implementation of Device Circuit of Microcontroller-Based Smart Traffic Light Control System,"Maduka N. C.; Okafor, C. S.; Etinamabasiyaka E. E.; Ibrahim M. H.",2024,10.48198/njpas/23.b19,https://doi.org/10.48198/njpas/23.b19,Nigerian Journal of Pure and Applied Sciences,crossref,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,journal_article,published_version_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,,,0.3333,False,False,True,0.016393,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: none; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.016; operational, empirical or validation evidence","In this paper, the design and implementation of a microcontroller-based smart traffic light control system is presented. The proposed smart traffic light is meant to mitigate or entirely eliminate hassles encountered by road users, mostly at road intersections. The system is sensitive to road density and therefore operates in smart and normal modes, with normal mode as the default; however, it switches to smart whenever the need arises. The approach adopted includes; typical intersection design, circuit diagram design, circuit analysis and overall system development and implementation. The microcontroller, which serves as the overall system brain is programmed using proteus electronic software; and then interfaced with already calibrated ultrasound modules and other components. Afterwards, it is initiated to confirm that research objectives have been met. The design employs a crossbar to prevent drivers from using a lane when not supposed. The traffic light control system, if implemented would significantly minimize traffic frustrations and ugly experiences road users encounter daily on Nigeria roads. However, this work is centred more on circuit operation and design, circuit analysis and overall system development and implementation."
A299,RC6AEFB51937E,Efficient AI-based Attack Detection Methods for Sensitive Edge Devices and Systems,Daniel Hirsch; Falk Hoffmann; Andrija Neskovic; Celine Thermann; Rainer Buchty; Mladen Berekovic; Saleh Mulhem,2024,10.1201/9781003478713-8,https://doi.org/10.1201/9781003478713-8,Advancing Edge Artificial Intelligence,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,book_chapter,published_version_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,,,0.3333,False,False,True,0.037037,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: none; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.037; operational, empirical or validation evidence","An increasing number of edge devices store and process sensitive user data, presenting an attractive target for attackers. This trend of data storage and processing at the edge is expected to continue. As secure devices are integrated into new systems with increased device operation times, exposure to environmental stress also increases significantly. Especially, for standalone micro-Edge devices the relevance of this is increasing. Enhanced protection mechanisms are required and AI-based approaches are promising candidates. In this contribution, we examine the requirements for such mechanisms and the sensing capabilities of state-of-the-art secure devices. Based on these capabilities and attack models, a dataset for training and validation is generated. Considering the requirements and the available dataset, a selection of applicable algorithms is defined. The selected algorithms are evaluated and compared based on the obtained results and computational loads, as the basis for future work."
A300,R9C40CC0FEFF0,The Implementation of a Prototype Wireless Light Switch Controller Using Esp32 Microcontroller,"Department of Electrical Engineering, University of Cebu, Philippines; Bryan O. Calma",2024,10.47191/etj/v9i08.19,https://doi.org/10.47191/etj/v9i08.19,Engineering and Technology Journal,crossref,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,journal_article,published_version_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,,,0.3333,False,False,True,0.014388,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: none; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.014; operational, empirical or validation evidence","The advancement of technology has significantly enhanced everyday comfort. Today, with the aid of computers, laptops, and tablets, communication and learning have become more accessible. This study employs the Plan-Do-Check-Act (PDCA) method to develop a prototype for a home automation system utilizing WiFi technology to interconnect its components. The research concentrates on two primary elements: the application developed to manage and control the system and the device that monitors and transmits signals to the light bulbs. Users can remotely manage and control the lighting system via a WiFi connection, providing enhanced comfort, accessibility, and safety. The application allows users to turn lights on and off remotely, making it particularly useful in various scenarios where manual switching is inconvenient. Future research should focus on developing an application that can be accessed via the internet to expand its functionality beyond local WiFi networks, thereby offering greater flexibility and usability. This study demonstrates the potential for integrating wireless control systems in everyday home environments, highlighting the importance of user-friendly interfaces and reliable connectivity in the development of effective home automation solutions."
A305,RF0704D8327FE,Fast-Inf: Ultra-Fast Embedded Intelligence on the Batteryless Edge,Leonardo Lucio Custode; Pietro Farina; Eren Yildiz; Renan Beran Kilic; Kasim Sinan Yildirim; Giovanni Iacca,2024,10.1145/3666025.3699335,https://doi.org/10.1145/3666025.3699335,Proceedings of the 22nd ACM Conference on Embedded Networked Sensor Systems,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,conference_paper,published_version_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,evaluation_and_tradeoffs,,0.3333,False,False,True,0.088496,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.088; operational, empirical or validation evidence","Batteryless edge devices are extremely resource-constrained compared to traditional mobile platforms. Existing tiny deep neural network (DNN) inference solutions are problematic due to their slow and resource-intensive nature, rendering them unsuitable for batteryless edge devices. To address this problem, we propose a new approach to embedded intelligence, called Fast-Inf, which achieves extremely lightweight computation and minimal latency. Fast-Inf uses binary tree-based neural networks that are ultra-fast and energy-efficient due to their logarithmic time complexity. Additionally, Fast-Inf models can skip the leaf nodes when necessary, further minimizing latency without requiring any modifications to the model or retraining. Moreover, Fast-Inf models have significantly lower backup and runtime memory overhead. Our experiments on an MSP430FR5994 platform showed that Fast-Inf can achieve ultra-fast and energy-efficient inference (up to 700× speedup and reduced energy) compared to a conventional DNN."
A337,RA0B732AEC68D,"SSCD Workshop on System, Circuit, Device, and Packaging Co-Optimization for Next Generation AI Systems",Kunle Olukotun; Rio Yokota; Jinwook Oh; Pritish Narayanan; Mihai Dragos Rotaru,2024,10.17023/cpg9-ne32,https://resourcecenter.sscs.ieee.org/education/webinars/sscsweb4116,,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core.,"Cubre resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,conference_paper,published_version_verified,resource_constrained_platform,"edge_ai_core, resource_constrained_platform",resource_constrained_platform,edge_ai_core,evaluation_and_tradeoffs,,0.3333,False,False,True,0.04375,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: resource_constrained_platform; hard-required groups satisfied in contribution evidence: resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.33; contribution co-occurrence: no (window=2); semantic similarity: 0.044; operational, empirical or validation evidence","Abstract: In the past decade, Artificial Intelligence (AI) has made remarkable progress, from image processing to large language models. This rapid advancement has led to a significant increase in the complexity of AI models, which now require computational capabilities exceeding hundreds of peta-FLOPS. Consequently, there is a growing demand for advancements in AI hardware, encompassing systems, circuits, devices, and packaging. This demand highlights the essential contributions of the Solid-State Circuits Society (SSCS). In response to these global needs, the upcoming SSCS workshop will focus on the co-optimization of systems, circuits, devices, and packaging for next-generation AI systems. The program features five distinguished speakers. Firstly, Professor Kunle Olukotun, co-founder of SambaNova Systems and a professor at Stanford University, will share his insights on optimizing computing systems for training. Secondly, Professor Rio Yokota from the Global Scientific Information and Computing Center will discuss low-precision techniques and distributed training methods using supercomputers for large language model training. Thirdly, Dr. Jinwook Oh, CTO of Rebellion, will introduce AI accelerators for latency-critical Machine Learning applications. Fourthly, Dr. Pritish Narayanan from IBM will present on the optimization of Analog Compute-in-Memory accelerators. Lastly, Dr. Mihai Dragos Rotaru from A*STAR will discuss advanced packaging for efficient implementation of heterogeneous system chiplet. We anticipate that this workshop will provide valuable insights into the comprehensive contributions and future directions of SSCS in realizing the potential of AI."
A354,R39FBF270F8A9,Adaptive Refinement Simulation Model of Condenser Based on the Mechanism-AI Coupling Modeling Paradigm,Furu Jing; Ruojun Xue; Jiaming Tang; Haofang Chong,2024,10.1115/icone31-135134,https://doi.org/10.1115/icone31-135134,"Volume 1: Nuclear Plant Operation and Maintenance, Engineering and Modification, Operation Life Extension (OLE), and Life Cycle",openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,"No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core, resource_constrained_platform.","Aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,conference_paper,published_version_verified,,"edge_ai_core, resource_constrained_platform",,"edge_ai_core, resource_constrained_platform",evaluation_and_tradeoffs,,0.0,False,False,True,0.040323,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: none; hard-required groups satisfied in contribution evidence: none; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.00; contribution co-occurrence: no (window=2); semantic similarity: 0.040; operational, empirical or validation evidence","Abstract Condenser is widely regarded as the key equipment of nuclear energy utilization device, and its performance has an important influence on the safety, economy and stability of the whole nuclear energy utilization device. In this paper, aiming at the problems that the simulation accuracy of the condenser real-time simulation model is lower than that of the numerical calculation simulation method and it is difficult to realize self-adjustment according to the actual changes, the NSGA-III ( a multi-objective optimization algorithm ) related to machine learning in AI technology is introduced into the mechanism modeling method,, that is, a mechanism-AI coupling modeling method is adopted. The specific model construction process is divided into three steps : constructing the basic model of the condenser according to the fluid network method, using the AI algorithm to determine the reason for the reduction of the model accuracy, and coupling the mechanism model with the AI algorithm to construct the condenser adaptive refinement simulation model. Finally, the simulation of a condenser is carried out to verify the model. The results show that the mechanism-AI coupling model can further improve the simulation accuracy of the condenser under the condition of meeting the real-time simulation requirements. When the condenser parameters change, the model can be adjusted independently to reduce the error caused by the change of the condenser parameters."
A355,R7D7AD82E9A5D,HAIPO: Hybrid AI Algorithm-Based Post-Fabrication Optimization for Modern 3D NAND Flash Memory,Myungsuk Kim,2024,10.3390/pr12122760,https://doi.org/10.3390/pr12122760,Processes,openaire,excluida,False,0.0,baja,grupo_obligatorio_ausente,Contextual preselection: The record is topically related but does not satisfy every hard-required concept group in contribution evidence. Additional decision: admitted by contextual relevance.,"No satisface en evidencia de contribución los grupos obligatorios: edge_ai_core, resource_constrained_platform.","Aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Mantener excluido salvo que se amplíe deliberadamente el alcance del perfil.,False,True,published,journal_article,published_version_verified,,"edge_ai_core, resource_constrained_platform",,"edge_ai_core, resource_constrained_platform",evaluation_and_tradeoffs,,0.0,False,False,True,0.041096,,admitted by contextual relevance,"contextual_preselection:topic_related; required groups matched in title/abstract: none; hard-required groups satisfied in contribution evidence: none; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.00; contribution co-occurrence: no (window=2); semantic similarity: 0.041; operational, empirical or validation evidence","To successfully meet the various requirements of modern storage systems, NAND flash memory should be highly optimized by precisely tuning a huge number of internal operating parameters. Although 3D NAND flash memory succeeds in increasing the capacity of storage systems, its complex architecture and unique error behavior make such optimization a more difficult and time-consuming process during NAND manufacturing. In this paper, we introduce HAIPO, a novel methodology for post-fabrication optimization of NAND flash memory, which is an essential step in the manufacturing process of modern 3D NAND flash memory to simultaneously meet various requirements on reliability, performance, yield, etc. HAIPO is based on simple machine-learning approaches that consist of (i) a lightweight deep-learning (DL) model to generate initial device parameters and (ii) an evolutionary algorithm (EA) to explore device parameters automatically. To more effectively explore device parameters, we introduce three key guidelines for each generation in the EA: (1) domain-specific rules, (2) recent optimization results, and (3) online Bayesian simulation, respectively, to enable quick optimization for a huge number of device parameters within the limited product turnaround time (TAT). In addition, we integrate two optimization modules with HAIPO to improve optimization efficiency even in environments with severe process variation. We demonstrate the feasibility and effectiveness of HAIPO using real 320 3D TLC/QLC NAND flash chips, showing significant performance and reliability improvements by up to 8.8% and 12% on average, respectively, within a quite limited optimization TAT."
