evidence_id,canonical_record_id,title,authors,year,doi,url,journal_or_venue,retrieval_sources,classification,selected,score,priority,reason_category,screening_reason,why_not_selected,potential_contribution,recommended_action,possible_false_negative,publication_verified,publication_status,document_type,publication_verification_status,required_groups_matched,hard_required_groups,hard_required_in_contribution,missing_hard_required_groups,complementary_groups_matched,methodological_family,required_coverage,required_cooccurrence,direct_relation,operational_evidence,semantic_similarity,exclusion_terms,quota_decision,signals,abstract
A67,R5F862E572C4C,Understanding Memory Hierarchies In Embedded AI: From Cache To DDR,Ishan Pardesi,2025,10.63278/jicrcr.vi.3526,https://doi.org/10.63278/jicrcr.vi.3526,Journal of International Crisis and Risk Communication Research,openaire,pertinente_no_seleccionada,False,105.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,"evaluation_and_tradeoffs, optimization_and_codesign",,0.6667,False,False,True,0.083916,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.084; operational, empirical or validation evidence; publication_aware_selection","The evolution of artificial intelligence applications within embedded systems has fundamentally altered memory architecture design paradigms, necessitating sophisticated approaches to manage complex hierarchies spanning cache systems, tightly coupled memory, and external DRAM controllers. Contemporary embedded AI processors must balance competing demands of access latency, bandwidth capacity, power consumption, and deterministic timing constraints across heterogeneous computing architectures integrating CPU cores, graphics processors, and specialized accelerators. Energy disparities between on-chip and off-chip memory access drive optimization strategies, including hierarchical data reuse, cache-aware tensor placement, and deterministic memory allocation schemes. Model quantization techniques reduce memory footprint and bandwidth requirements while maintaining inference accuracy, enabling deployment of large neural networks on resource-constrained platforms. Quality-of-service arbitration mechanisms and advanced memory controller configurations prevent bandwidth starvation in multi-agent systems executing concurrent AI workloads. The synthesis of cache optimization, tightly coupled memory utilization, external memory controller tuning, quantization strategies, and zero-copy data flow establishes a comprehensive framework for embedded AI system design, enabling substantial throughput improvements and power consumption reductions while meeting real-time safety-critical requirements."
A73,RB8F88A1EF661,Efficient Deep Learning for Edge Devices: Optimizing Models for Resource-Constrained Environments,Ritu Rani; Roopali Sharma,2025,10.36948/ijfmr.2025.v07i04.53530,https://doi.org/10.36948/ijfmr.2025.v07i04.53530,International Journal For Multidisciplinary Research,crossref,pertinente_no_seleccionada,False,105.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,"evaluation_and_tradeoffs, optimization_and_codesign",,0.6667,False,False,True,0.063584,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.064; operational, empirical or validation evidence; publication_aware_selection","Deep neural networks (DNNs) are used in the environments with restricted resources. However, it is still generating many technical problems with memory, energy and computational constraints. This paper examines current developments in how to make deep learning models perform better with edge computing. The paper examines fundamental techniques such model trimming, quantization, knowledge distillation, and lightweight structure construction to simplify models while maintaining their correctness. Additionally discussed are ways to employ co-design methodologies and hardware-aware planning approaches to ensure model structures match the capabilities of edge hardware. The assessment also examines novel concepts such shared learning, TinyML, and edge-cloud teaming. According to the research, peripheral artificial intelligence must make trade-offs in several areas as it grows. It must strike a balance, for instance, between energy efficiency and working speed or between precision and delay. It also reveals how well systems of multi-objective planning handle these issues. Important elements influencing the path of edge intelligence are long-term application, real-time adaptability, and dynamic reasoning. Finally, the assessment highlights many issues still needing additional research including hardware separation, security flaws in networked systems, and the need of ongoing device learning. It calls for consistent toolchains and well-known standards that enable the responsible, flexible, and safe use of deep learning models on edge devices at last. Researchers and professionals should use this set of materials to create AI systems that are efficient, adaptable, privacy conscious, self-driving, real-world capable."
A74,R5B843606E479,Federated Learning for Artificial Intelligence in Embedded Systems,Kanthavel Radhakrishnan; Dhaya Ramakrishnan; R. Adline Freeda,2025,10.62762/tetai.2025.440076,https://doi.org/10.62762/tetai.2025.440076,ICCK Transactions on Emerging Topics in Artificial Intelligence,openaire,pertinente_no_seleccionada,False,105.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,"evaluation_and_tradeoffs, optimization_and_codesign",,0.6667,False,False,True,0.063694,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.064; operational, empirical or validation evidence; publication_aware_selection","Federated Learning (FL) has emerged as a principled paradigm for privacy-preserving decentralized machine learning, enabling model training across distributed embedded devices without centralizing sensitive data. This review examines FL as applied to resource-constrained embedded and edge AI systems, encompassing its architectural foundations, principal optimization algorithms, application domains, and security mechanisms. We analyze the interplay between FL's theoretical properties and the practical constraints imposed by heterogeneous embedded hardware, non-IID data distributions, bandwidth-limited IoT networks, and adversarial threat models. Application domains examined in depth include smart healthcare, autonomous vehicles, industrial IoT, precision agriculture, smart home automation, and urban infrastructure, with attention to how FL enables privacy-preserving AI deployment in each context. We further review the principal techniques that make embedded FL viable---including FedAvg, FedProx, model compression, gradient sparsification, differential privacy, secure multi-party computation, and blockchain-secured aggregation---and identify open research gaps in heterogeneous model aggregation and adaptive privacy protection. Future directions encompassing TinyML integration, federated reinforcement learning, and next-generation 5G/6G network infrastructure are discussed. The review aims to provide a technically grounded reference for researchers and practitioners seeking to deploy FL in real-world embedded environments where privacy, energy efficiency, and communication constraints are simultaneously binding."
A68,R13F9304AB425,EDGE AI BASED OBJECT DETECTION SYSTEM USING TFLITE,DOMINIC PAUL R; VINAY PATEL G L,2024,10.55041/ijsrem36414,https://doi.org/10.55041/ijsrem36414,INTERANTIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,openaire,pertinente_no_seleccionada,False,105.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,"evaluation_and_tradeoffs, optimization_and_codesign",,0.6667,False,False,True,0.086957,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.087; operational, empirical or validation evidence; publication_aware_selection","Edge computing has gained prominence in recent years due to its ability to process data closer to the source, reducing latency and bandwidth requirements. In this paper, we propose an Edge AI Based Object Detection System using TensorFlow Lite (TFLite), designed to perform real-time object detection on resource-constrained edge devices. The system leverages the efficiency and portability of TFLite, a lightweight framework for deploying machine learning models on edge devices, to enable efficient inference without relying on cloud connectivity. Our proposed system integrates state-of-the-art object detection models, such as SSD (Single Shot Multibox Detector) and YOLO (You Only Look Once), into the TFLite runtime environment. Through optimization techniques such as model quantization, pruning, and architecture modifications, we tailor these models to meet the computational and memory constraints of edge devices while maintaining high detection accuracy. Furthermore, we explore hardware acceleration options, including GPU and DSP (Digital Signal Processor), to further enhance inference speed and energy efficiency. We evaluate the performance of the Edge AI Based Object Detection System on various edge devices, including smartphones, IoT (Internet of Things) devices, and embedded systems. Real-world deployment scenarios are considered, encompassing applications such as smart surveillance, industrial automation, and autonomous vehicles. The results demonstrate the system's ability to achieve real-time object detection with low latency and minimal resource consumption, making it well-suited for edge computing environments where real-time responsiveness and privacy are paramount concerns. Keywords: object Detection, Machine Learning, Tensor Flow lite, deep learning."
A71,R21D927CF1ED0,Optimizing the YOLO model for NPU operation,Maksim Aleksandrovich Kukushkin; Peter Alexandrovich Ukhov,2026,10.24143/2072-9502-2026-2-85-93,https://doi.org/10.24143/2072-9502-2026-2-85-93,"Vestnik of Astrakhan State Technical University. Series: Management, computer science and informatics",openaire,pertinente_no_seleccionada,False,104.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,"evaluation_and_tradeoffs, optimization_and_codesign",,0.6667,False,False,True,0.052326,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.052; operational, empirical or validation evidence; publication_aware_selection","The problem of optimizing the deployment of modern computer vision models on small-space embedded systems using specialized neuroprocessors (NPU) is being solved. The target platform is the Orange Pi 5 single-board computer based on the Rockchip RK3588S system-on-chip, which integrates a 6-TOPS NPU. The study encompasses the complete pipeline for adapting the YOLOv11 architecture to embedded execution from operator compatibility analysis and structural model modifications to meet hardware constraints, to the implementation of a real-time, high-throughput video processing pipeline. We present a detailed methodology for converting models from PyTorch to the vendor-specific RKNN format using post-training quantization to INT8 precision, which delivers substantial inference acceleration and memory footprint reduction with minimal accuracy loss. To overcome the inherently blocking nature of NPU inference, we propose a multiprocessing video processing architecture that employs parallel worker processes. Through extensive experimentation, we identify the optimal number of concurrent processes for different YOLOv11 variants (n, s, m). Our implementation achieves 54 FPS for YOLOv11-n, 48 FPS for YOLOv11-s, and 27 FPS for YOLOv11-m at 640 × 640 input resolution. Crucially, we demonstrate that exceeding the optimal process count saturates memory bandwidth, increases SoC temperature, and reduces energy efficiency without improving throughput. These findings validate the feasibility of building cost-effective, energy-efficient, and high-performance computer vision systems using widely available single-board computers. The results are directly applicable to real-time use cases such as autonomous drones, robotics, smart surveillance, and edge AI applications where low latency and hardware accessibility are critical factors."
A72,RD46B5761774D,"Designing Object Detection Models for TinyML: Foundations, Comparative Analysis, Challenges, and Emerging Solutions",Christophe El Zeinaty; Wassim Hamidouche; Glenn Herrou; Daniel Menard,2025,10.1145/3744339,https://doi.org/10.1145/3744339,ACM Computing Surveys,openaire,pertinente_no_seleccionada,False,104.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,"evaluation_and_tradeoffs, optimization_and_codesign",,0.6667,False,False,True,0.044586,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.045; operational, empirical or validation evidence; publication_aware_selection","Object detection (OD) has become vital for numerous computer vision applications, but deploying it on resource-constrained internet of things (IoT) devices presents a significant challenge. These devices, often powered by energy-efficient microcontrollers, struggle to handle the computational load of deep learning-based object detection (OD) models. This issue is compounded by the rapid proliferation of IoT devices, predicted to surpass 150 billion by 2030. TinyML offers a compelling solution by enabling OD on ultra-low-power devices, paving the way for efficient and real-time OD at the edge. Although numerous survey articles have been published on this topic, they often overlook the optimization challenges associated with deploying OD models in TinyML environments. To address this gap, this survey article provides a detailed analysis of key optimization techniques for deploying OD models on resource-constrained devices. These techniques include quantization, pruning, knowledge distillation, and neural architecture search. Furthermore, we explore both theoretical approaches and practical implementations, bridging the gap between academic research and real-world edge artificial intelligence (AI) deployment. Finally, we compare the key performance indicators (KPIs) of existing OD implementations on microcontroller devices, highlighting the achieved maturity level of these solutions in terms of both prediction accuracy and efficiency. We also provide a public repository to continually track developments in this fast-evolving field: Link."
A76,R63E727ABD173,TinyML ‐Driven On‐Device Sports Command Recognition in Mobile and Dynamic Environments,Jiali Zang,2025,10.1002/itl2.70090,https://doi.org/10.1002/itl2.70090,Internet Technology Letters,crossref,pertinente_no_seleccionada,False,104.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,"evaluation_and_tradeoffs, optimization_and_codesign",,0.6667,False,False,True,0.035971,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.036; operational, empirical or validation evidence; publication_aware_selection","ABSTRACT In this article, we propose a novel TinyML‐based framework for real‐time sports command recognition under mobile conditions. Unlike conventional Human Activity Recognition (HAR) systems that rely on cloud‐based processing or heavy on‐device models, our method leverages lightweight deep neural networks, personalized transfer learning, and signal augmentation techniques to perform low‐latency and energy‐efficient inference directly on microcontroller‐class devices. The system is designed to recognize a set of critical sports instructions (e.g., “Start Running,” “Jump,” and “Sprint”) in mobile or outdoor environments using only wearable inertial sensors. Extensive experiments demonstrate our method outperforms several state‐of‐the‐art baselines in accuracy (95.8%), model size (14.5 KB), and energy efficiency (0.82 mJ per inference). Compared to prior wearable HAR systems, our method uniquely integrates motion‐aware segmentation and user‐personalized few‐shot adaptation, resulting in a 5.3% accuracy gain and 4× model compression over baseline TinyML frameworks. The proposed method provides an effective balance between model accuracy, generalization, and hardware efficiency, even in scenarios with significant motion noise and environmental variability."
A77,R90CB437589CD,Autonomous Network Intrusion Detection for Resource-Constrained Devices of the Internet of Things,Jefferson Cavalcante; Tiago G. F. Barros; Jose N. de Souza,2024,10.5753/sbseg.2024.241788,https://doi.org/10.5753/sbseg.2024.241788,Anais do XXIV Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais (SBSeg 2024),openaire,pertinente_no_seleccionada,False,104.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: conference_paper.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,conference_paper,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,"evaluation_and_tradeoffs, optimization_and_codesign",,0.6667,False,False,True,0.035714,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.036; operational, empirical or validation evidence; publication_aware_selection","With the Internet of Things (IoT), cars, home assistants, cameras and other devices may be part of an ubiquitous network with access to personal information in real-time, able to interact with the environment and even influence people. For this reason, empowering such devices with network intrusion detection algorithms might be vital for the development of a more secure and trustworthy Internet of Things. In this work we study the performance and accuracy of machine learning models trained for this task, and analyzed the impact of their deployment in a microcontroller-based System-on-Chip used by IoT devices, along with the impact of TinyML-based optimizations, such as vectorization and quantization. From our experiments, Decision Trees presented very low inference time of 5 microseconds on average, and higher accuracy of 99.9% when compared to Logistic Regression and Neural Networks, being a viable solution for real-time, accurate and autonomous Network Intrusion Detection system for IoT devices."
A75,RC26811A98FC6,An Auto-Encoder Based TinyML Approach for Real-Time Anomaly Detection,Kovuru Sai Charan,2022,10.4271/2022-28-0406,https://doi.org/10.4271/2022-28-0406,SAE International Journal of Advances and Current Practices in Mobility,openaire,pertinente_no_seleccionada,False,104.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs, optimization_and_codesign; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,"evaluation_and_tradeoffs, optimization_and_codesign",,0.6667,False,False,True,0.045714,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs, optimization_and_codesign; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.046; operational, empirical or validation evidence; publication_aware_selection","Condition monitoring plays a crucial role in the automotive space because they reduce the downtime and maintenance costs by preventing sudden catastrophic breakdown of vehicles. Condition monitoring solutions primarily monitor onboard sensor data to detect anomalies. However, with vehicles becoming more complex each day, the number of sensors to be monitored is also growing. This increases the data volume to be processed to make decisions. It is not feasible to send all the embedded sensor data captured to the cloud for processing. The network bandwidth, latency for transferring the data and finally the cost associated with data transfer are the factors which impede us from taking this approach. Much of the previous work done to address these issues has proposed Deep Learning driven onboard anomaly detection approaches. The deployment of these implementations requires power hungry and costly hardware with high computational resources. The recent advances in the field of Tiny Machine Learning have made it possible to design and deploy Deep Neural Networks on resource constrained low-cost embedded hardware. In this paper, we propose an Auto-Encoder based approach for anomaly detection in time-series vibration sensor data. The designed Auto-Encoder model has a 7.5 KB footprint and was finally deployed on a highly resource constrained ARM Cortex-M4 microcontroller with 256KB of SRAM and 1MB Flash. The model has been validated on the previous machine data. It has achieved an accuracy and precision close to 80%. Currently, by using post training quantization we are trading-off model accuracy for a reduction in model size. In future, we plan to use Quantization Aware Training which will help us in achieving even higher model accuracy."
A78,RF3057A7F796E,Power consumption reduction for IoT devices thanks to Edge-AI: Application to human activity recognition,Aimé Cedric Muhoza; Emmanuel Bergeret; Corinne Brdys; Francis Gary,2023,10.1016/j.iot.2023.100930,https://doi.org/10.1016/j.iot.2023.100930,Internet of Things,openaire,pertinente_no_seleccionada,False,103.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,evaluation_and_tradeoffs,,0.6667,False,False,True,0.065574,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.066; operational, empirical or validation evidence; publication_aware_selection","Edge-AI uses Artificial Intelligence algorithms directly embedded on a device, contrary to a remote AI that uses an AI on a cloud or remote server for prediction. Recent improvements in microcontroller computing capabilities and enhanced deep learning algorithms and conversion frameworks made it easier to run small AI models directly on microcontroller units. Is the current interest in on-device AI justified in terms of its energy consumption on resource-constrained devices when compared to AI on the cloud? This study presents how an embedded deep convolutional neural network (DCNN) is used for real-time human activity recognition with more than 98% classification accuracy and its impact on battery life. Experiments conducted on a triaxial accelerometer with data collected and processed by an ARM Cortex-M4-based development board showed that energy consumption could be reduced up to 21% when inferences are run on an edge device versus using a remote server/cloud without compromising the overall classification precision and accuracy. We can reduce energy consumption by limiting data transmission by considering pseudo-real-time or non-real-time application scenarios."
A157,R8A27D24443E7,Forecasting Air Temperature on Edge Devices with Embedded AI,Gaia Codeluppi; Luca Davoli; Gianluigi Ferrari,2021,10.3390/s21123973,https://doi.org/10.3390/s21123973,Sensors,"crossref, openaire",pertinente_no_seleccionada,False,103.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,,,0.6667,False,False,True,0.077465,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: none; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.077; operational, empirical or validation evidence; publication_aware_selection","With the advent of the Smart Agriculture, the joint utilization of Internet of Things (IoT) and Machine Learning (ML) holds the promise to significantly improve agricultural production and sustainability. In this paper, the design of a Neural Network (NN)-based prediction model of a greenhouse’s internal air temperature, to be deployed and run on an edge device with constrained capabilities, is investigated. The model relies on a time series-oriented approach, taking as input variables the past and present values of the air temperature to forecast the future ones. In detail, we evaluate three different NN architecture types—namely, Long Short-Term Memory (LSTM) networks, Recurrent NNs (RNNs) and Artificial NNs (ANNs)—with various values of the sliding window associated with input data. Experimental results show that the three best-performing models have a Root Mean Squared Error (RMSE) value in the range 0.289÷0.402∘C, a Mean Absolute Percentage Error (MAPE) in the range of 0.87÷1.04%, and a coefficient of determination (R2) not smaller than 0.997. The overall best performing model, based on an ANN, has a good prediction performance together with low computational and architectural complexities (evaluated on the basis of the NetScore metric), making its deployment on an edge device feasible."
A79,R1A95E5FBF784,BiomedBench: A Benchmark Suite of TinyML Biomedical Applications for Low-Power Wearables,Dimitrios Samakovlis; Stefano Albini; Rubén Rodríguez Álvarez; Denisa-Andreea Constantinescu; Pasquale Davide Schiavone; Miguel Peón-Quirós; David Atienza,2025,10.1109/mdat.2024.3483034,https://doi.org/10.1109/mdat.2024.3483034,IEEE Design & Test,arxiv,pertinente_no_seleccionada,False,102.0,baja,fuera_del_cupo,"Relevant, but outside the limit of 30 synthesis sources. Publication priority: published_version_verified; document type: journal_article.","Pertinente, pero quedó fuera del límite configurado para la síntesis.","Cubre edge_ai_core, resource_constrained_platform; aporta evaluation_and_tradeoffs; incluye evidencia operativa, empírica o de validación; dispone de publicación verificada.",Conservar en la auditoría; revisar solo si se necesita ampliar mucho la bibliografía.,False,True,published,journal_article,published_version_verified,"edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform","edge_ai_core, resource_constrained_platform",,evaluation_and_tradeoffs,,0.6667,False,False,True,0.025424,,admitted by contextual relevance,"required groups matched in title/abstract: edge_ai_core, resource_constrained_platform; hard-required groups satisfied in contribution evidence: edge_ai_core, resource_constrained_platform; complementary groups matched: evaluation_and_tradeoffs; required coverage: 0.67; contribution co-occurrence: no (window=2); semantic similarity: 0.025; operational, empirical or validation evidence; publication_aware_selection","The design of low-power wearables for the biomedical domain has received a lot of attention in recent decades, as technological advances in chip manufacturing have allowed real-time monitoring of patients using low-complexity ML within the mW range. Despite advances in application and hardware design research, the domain lacks a systematic approach to hardware evaluation. In this work, we propose BiomedBench, a new benchmark suite composed of complete end-to-end TinyML biomedical applications for real-time monitoring of patients using wearable devices. Each application presents different requirements during typical signal acquisition and processing phases, including varying computational workloads and relations between active and idle times. Furthermore, our evaluation of five state-of-the-art low-power platforms in terms of energy efficiency shows that modern platforms cannot effectively target all types of biomedical applications. BiomedBench is released as an open-source suite to standardize hardware evaluation and guide hardware and application design in the TinyML wearable domain."
